,name,surface,won,lost,surface_total,total_matches,win_rate
7075,Thomaz Koch,Clay,76,56,132,281,57.58
7076,Thomaz Koch,Grass,11,23,34,281,32.35
7077,Thomaz Koch,Hard,31,31,62,281,50.0
7078,Thorsten Poelzl,Grass,1,1,2,6,50.0
7079,Thorsten Poelzl,Hard,1,3,4,6,25.0
7080,Thorvald Moe,Hard,1,1,2,2,50.0
7081,Ti Chen,Carpet,2,1,3,28,66.67
7082,Ti Chen,Hard,9,16,25,28,36.0
7083,Tian C Viljoen,Grass,1,2,3,9,33.33
7084,Tian C Viljoen,Hard,3,3,6,9,50.0
7085,Tico Carrero,Grass,2,3,5,8,40.0
7086,Tico Carrero,Hard,1,2,3,8,33.33
7087,Tigre Hank,Hard,1,5,6,6,16.67
7088,Tihomir Grozdanov,Clay,3,1,4,4,75.0
7089,Tim Clayton,Grass,1,1,2,2,50.0
7090,Tim Clements,Grass,2,3,5,5,40.0
7091,Tim Donovan,Hard,3,2,5,5,60.0
7092,Tim Garcia,Clay,3,12,15,15,20.0
7093,Tim Gullikson,Carpet,74,73,147,497,50.34
7094,Tim Gullikson,Clay,30,35,65,497,46.15
7095,Tim Gullikson,Grass,70,39,109,497,64.22
7096,Tim Gullikson,Hard,100,76,176,497,56.82
7097,Tim Henman,Carpet,75,37,112,775,66.96
7098,Tim Henman,Clay,63,56,119,775,52.94
7099,Tim Henman,Grass,85,34,119,775,71.43
7100,Tim Henman,Hard,277,148,425,775,65.18
7101,Tim Mayotte,Carpet,112,63,175,545,64.0
7102,Tim Mayotte,Clay,8,19,27,545,29.63
7103,Tim Mayotte,Grass,90,37,127,545,70.87
7104,Tim Mayotte,Hard,131,85,216,545,60.65
7105,Tim Pawsat,Grass,1,1,2,9,50.0
7106,Tim Pawsat,Hard,2,5,7,9,28.57
7107,Tim Puetz,Grass,1,1,2,2,50.0
7108,Tim Smyczek,Clay,3,9,12,128,25.0
7109,Tim Smyczek,Grass,6,12,18,128,33.33
7110,Tim Smyczek,Hard,34,64,98,128,34.69
7111,Tim Sturdza,Carpet,1,1,2,2,50.0
7112,Tim Wilkison,Carpet,44,72,116,592,37.93
7113,Tim Wilkison,Clay,34,39,73,592,46.58
7114,Tim Wilkison,Grass,73,61,134,592,54.48
7115,Tim Wilkison,Hard,143,126,269,592,53.16
7116,Timo Nieminen,Clay,2,6,8,8,25.0
7117,Timothy Neilly,Hard,1,3,4,4,25.0
7118,Timothy Noonan,Clay,1,3,4,12,25.0
7119,Timothy Noonan,Hard,3,5,8,12,37.5
7120,Tintus Arianto Wibowo,Carpet,3,9,12,30,25.0
7121,Tintus Arianto Wibowo,Clay,9,6,15,30,60.0
7122,Tintus Arianto Wibowo,Hard,2,1,3,30,66.67
7123,Tito Vasquez,Clay,2,12,14,27,14.29
7124,Tito Vasquez,Hard,4,9,13,27,30.77
7125,Tito Vazquez,Clay,2,3,5,9,40.0
7126,Tito Vazquez,Grass,1,1,2,9,50.0
7127,Tito Vazquez,Hard,1,1,2,9,50.0
7128,Tj Middleton,Carpet,2,2,4,4,50.0
7129,Tobias Clemens,Hard,2,1,3,3,66.67
7130,Tobias Kamke,Clay,16,28,44,166,36.36
7131,Tobias Kamke,Grass,11,13,24,166,45.83
7132,Tobias Kamke,Hard,36,62,98,166,36.73
7133,Tobias Summerer,Clay,1,5,6,6,16.67
7134,Tobias Svantesson,Carpet,1,3,4,32,25.0
7135,Tobias Svantesson,Clay,2,6,8,32,25.0
7136,Tobias Svantesson,Hard,8,12,20,32,40.0
7137,Todd Larkham,Clay,1,3,4,17,25.0
7138,Todd Larkham,Grass,1,2,3,17,33.33
7139,Todd Larkham,Hard,1,9,10,17,10.0
7140,Todd Martin,Carpet,52,36,88,649,59.09
7141,Todd Martin,Clay,67,49,116,649,57.76
7142,Todd Martin,Grass,61,25,86,649,70.93
7143,Todd Martin,Hard,232,127,359,649,64.62
7144,Todd Nelson,Carpet,19,20,39,143,48.72
7145,Todd Nelson,Clay,3,7,10,143,30.0
7146,Todd Nelson,Grass,9,17,26,143,34.62
7147,Todd Nelson,Hard,22,46,68,143,32.35
7148,Todd Reid,Grass,3,6,9,35,33.33
7149,Todd Reid,Hard,11,15,26,35,42.31
7150,Todd Widom,Hard,5,5,10,10,50.0
7151,Todd Witsken,Carpet,11,13,24,250,45.83
7152,Todd Witsken,Clay,17,31,48,250,35.42
7153,Todd Witsken,Grass,6,14,20,250,30.0
7154,Todd Witsken,Hard,81,77,158,250,51.27
7155,Todd Woodbridge,Carpet,29,37,66,482,43.94
7156,Todd Woodbridge,Clay,22,37,59,482,37.29
7157,Todd Woodbridge,Grass,45,31,76,482,59.21
7158,Todd Woodbridge,Hard,149,132,281,482,53.02
7159,Todor Enev,Carpet,4,1,5,24,80.0
7160,Todor Enev,Clay,5,8,13,24,38.46
7161,Todor Enev,Hard,2,4,6,24,33.33
7162,Tom Brown,Hard,1,3,4,4,25.0
7163,Tom Cain,Carpet,8,17,25,110,32.0
7164,Tom Cain,Clay,12,17,29,110,41.38
7165,Tom Cain,Grass,5,9,14,110,35.71
7166,Tom Cain,Hard,18,24,42,110,42.86
7167,Tom Christensen,Carpet,4,1,5,19,80.0
7168,Tom Christensen,Clay,3,11,14,19,21.43
7169,Tom Edlefsen,Carpet,8,27,35,177,22.86
7170,Tom Edlefsen,Clay,18,26,44,177,40.91
7171,Tom Edlefsen,Grass,10,14,24,177,41.67
7172,Tom Edlefsen,Hard,30,44,74,177,40.54
7173,Tom Gorman,Carpet,88,68,156,610,56.41
7174,Tom Gorman,Clay,68,56,124,610,54.84
7175,Tom Gorman,Grass,67,50,117,610,57.26
7176,Tom Gorman,Hard,127,86,213,610,59.62
7177,Tom Gullikson,Carpet,53,65,118,443,44.92
7178,Tom Gullikson,Clay,25,30,55,443,45.45
7179,Tom Gullikson,Grass,53,43,96,443,55.21
7180,Tom Gullikson,Hard,87,87,174,443,50.0
7181,Tom Kempers,Carpet,1,1,2,6,50.0
7182,Tom Kempers,Clay,1,3,4,6,25.0
7183,Tom Kreiss,Clay,1,3,4,8,25.0
7184,Tom Kreiss,Grass,2,2,4,8,50.0
7185,Tom Leonard,Carpet,14,37,51,161,27.45
7186,Tom Leonard,Clay,1,20,21,161,4.76
7187,Tom Leonard,Grass,8,12,20,161,40.0
7188,Tom Leonard,Hard,27,42,69,161,39.13
7189,Tom Mott,Carpet,1,1,2,2,50.0
7190,Tom Mozur,Clay,3,5,8,15,37.5
7191,Tom Mozur,Grass,3,4,7,15,42.86
7192,Tom Nijssen,Carpet,18,26,44,129,40.91
7193,Tom Nijssen,Clay,13,28,41,129,31.71
7194,Tom Nijssen,Grass,1,7,8,129,12.5
7195,Tom Nijssen,Hard,13,23,36,129,36.11
7196,Tom Okker,Carpet,160,77,237,808,67.51
7197,Tom Okker,Clay,172,68,240,808,71.67
7198,Tom Okker,Grass,96,31,127,808,75.59
7199,Tom Okker,Hard,139,65,204,808,68.14
7200,Toma Ovici,Carpet,6,7,13,44,46.15
7201,Toma Ovici,Clay,14,15,29,44,48.28
7202,Toma Ovici,Grass,1,1,2,44,50.0
7203,Tomas Anzari,Hard,1,6,7,7,14.29
7204,Tomas Behrend,Carpet,3,2,5,112,60.0
7205,Tomas Behrend,Clay,28,44,72,112,38.89
7206,Tomas Behrend,Hard,11,24,35,112,31.43
7207,Tomas Berdych,Carpet,15,6,21,985,71.43
7208,Tomas Berdych,Clay,158,90,248,985,63.71
7209,Tomas Berdych,Grass,68,31,99,985,68.69
7210,Tomas Berdych,Hard,400,217,617,985,64.83
7211,Tomas Cakl,Carpet,1,2,3,12,33.33
7212,Tomas Cakl,Clay,1,1,2,12,50.0
7213,Tomas Cakl,Hard,1,6,7,12,14.29
7214,Tomas Carbonell,Carpet,16,30,46,417,34.78
7215,Tomas Carbonell,Clay,141,133,274,417,51.46
7216,Tomas Carbonell,Grass,6,11,17,417,35.29
7217,Tomas Carbonell,Hard,31,49,80,417,38.75
7218,Tomas Lynch,Clay,2,6,8,8,25.0
7219,Tomas Machac,Hard,1,2,3,3,33.33
7220,Tomas Martin Etcheverry,Clay,1,1,2,2,50.0
7221,Tomas Nydahl,Carpet,6,8,14,97,42.86
7222,Tomas Nydahl,Clay,21,30,51,97,41.18
7223,Tomas Nydahl,Grass,1,4,5,97,20.0
7224,Tomas Nydahl,Hard,7,20,27,97,25.93
7225,Tomas Smid,Carpet,122,102,224,860,54.46
7226,Tomas Smid,Clay,272,144,416,860,65.38
7227,Tomas Smid,Grass,18,16,34,860,52.94
7228,Tomas Smid,Hard,113,73,186,860,60.75
7229,Tomas Tenconi,Clay,1,2,3,3,33.33
7230,Tomas Zib,Carpet,1,6,7,140,14.29
7231,Tomas Zib,Clay,16,39,55,140,29.09
7232,Tomas Zib,Grass,6,10,16,140,37.5
7233,Tomas Zib,Hard,20,42,62,140,32.26
7234,Tomasz Iwanski,Clay,4,3,7,7,57.14
7235,Tomasz Lichon,Clay,1,1,2,4,50.0
7236,Tomasz Lichon,Hard,1,1,2,4,50.0
7237,Tomislav Brkic,Hard,3,5,8,8,37.5
7238,Tomislav Ternar,Hard,1,2,3,3,33.33
7239,Tomm Warneke,Carpet,1,4,5,22,20.0
7240,Tomm Warneke,Clay,3,6,9,22,33.33
7241,Tomm Warneke,Hard,2,6,8,22,25.0
7242,Tommy Haas,Carpet,38,21,59,919,64.41
7243,Tommy Haas,Clay,134,92,226,919,59.29
7244,Tommy Haas,Grass,57,34,91,919,62.64
7245,Tommy Haas,Hard,343,200,543,919,63.17
7246,Tommy Ho,Carpet,10,12,22,99,45.45
7247,Tommy Ho,Grass,4,6,10,99,40.0
7248,Tommy Ho,Hard,22,45,67,99,32.84
7249,Tommy Paul,Clay,4,5,9,59,44.44
7250,Tommy Paul,Hard,25,25,50,59,50.0
7251,Tommy Robredo,Carpet,14,19,33,895,42.42
7252,Tommy Robredo,Clay,261,133,394,895,66.24
7253,Tommy Robredo,Grass,31,25,56,895,55.36
7254,Tommy Robredo,Hard,228,184,412,895,55.34
7255,Tony Bardsley,Carpet,2,5,7,29,28.57
7256,Tony Bardsley,Clay,1,13,14,29,7.14
7257,Tony Bardsley,Grass,3,3,6,29,50.0
7258,Tony Bardsley,Hard,1,1,2,29,50.0
7259,Tony Dawson,Clay,1,1,2,2,50.0
7260,Tony Giammalva,Carpet,11,17,28,132,39.29
7261,Tony Giammalva,Clay,18,26,44,132,40.91
7262,Tony Giammalva,Grass,8,13,21,132,38.1
7263,Tony Giammalva,Hard,17,22,39,132,43.59
7264,Tony Graham,Carpet,1,8,9,65,11.11
7265,Tony Graham,Clay,4,12,16,65,25.0
7266,Tony Graham,Grass,2,4,6,65,33.33
7267,Tony Graham,Hard,12,22,34,65,35.29
7268,Tony Jonsson,Clay,2,8,10,10,20.0
7269,Tony Lloyd,Grass,2,2,4,4,50.0
7270,Tony Mmoh,Carpet,3,2,5,44,60.0
7271,Tony Mmoh,Clay,8,7,15,44,53.33
7272,Tony Mmoh,Hard,9,15,24,44,37.5
7273,Tony Parun P071,Grass,3,10,13,13,23.08
7274,Tony Pospisil,Clay,1,1,2,2,50.0
7275,Tony Richey,Hard,1,1,2,2,50.0
7276,Tony Roche,Carpet,63,49,112,440,56.25
7277,Tony Roche,Clay,54,23,77,440,70.13
7278,Tony Roche,Grass,125,36,161,440,77.64
7279,Tony Roche,Hard,54,36,90,440,60.0
7280,Toomas Leius,Grass,3,2,5,5,60.0
7281,Torben Ulrich,Carpet,11,29,40,154,27.5
7282,Torben Ulrich,Clay,5,34,39,154,12.82
7283,Torben Ulrich,Grass,18,20,38,154,47.37
7284,Torben Ulrich,Hard,8,29,37,154,21.62
7285,Tore Meinecke,Clay,32,40,72,91,44.44
7286,Tore Meinecke,Grass,1,2,3,91,33.33
7287,Tore Meinecke,Hard,7,9,16,91,43.75
7288,Toru Yonezawa,Clay,4,3,7,7,57.14
7289,Toshihide Matsui,Hard,3,2,5,5,60.0
7290,Toshihisa Tsuchihashi,Clay,1,1,2,18,50.0
7291,Toshihisa Tsuchihashi,Hard,6,10,16,18,37.5
7292,Toshiro Sakai,Clay,12,20,32,70,37.5
7293,Toshiro Sakai,Grass,11,13,24,70,45.83
7294,Toshiro Sakai,Hard,9,5,14,70,64.29
7295,Toufiq Zhalan,Hard,1,1,2,2,50.0
7296,Travis Rettenmaier,Grass,1,1,2,4,50.0
7297,Travis Rettenmaier,Hard,1,1,2,4,50.0
7298,Treat Conrad Huey,Clay,5,3,8,14,62.5
7299,Treat Conrad Huey,Hard,3,3,6,14,50.0
7300,Tres Cushing,Grass,1,1,2,2,50.0
7301,Trevor Allan,Clay,23,29,52,52,44.23
7302,Trevor Baker,Grass,1,1,2,2,50.0
7303,Trevor Fancutt,Grass,1,3,4,4,25.0
7304,Trevor Little,Grass,2,5,7,7,28.57
7305,Trey Waltke,Carpet,29,55,84,282,34.52
7306,Trey Waltke,Clay,18,44,62,282,29.03
7307,Trey Waltke,Grass,5,10,15,282,33.33
7308,Trey Waltke,Hard,57,64,121,282,47.11
7309,Tristan Lamasine,Clay,2,3,5,8,40.0
7310,Tristan Lamasine,Hard,1,2,3,8,33.33
7311,Tsung Hua Yang,Hard,5,16,21,21,23.81
7312,Tsuyoshi Fukui,Carpet,8,18,26,72,30.77
7313,Tsuyoshi Fukui,Clay,10,11,21,72,47.62
7314,Tsuyoshi Fukui,Hard,16,9,25,72,64.0
7315,Tucker Vorster,Clay,1,1,2,7,50.0
7316,Tucker Vorster,Hard,4,1,5,7,80.0
7317,Tung Lin Wu,Hard,2,1,3,3,66.67
7318,Tung Yi Kho,Hard,2,1,3,3,66.67
7319,Tuomas Ketola,Carpet,8,13,21,75,38.1
7320,Tuomas Ketola,Clay,3,9,12,75,25.0
7321,Tuomas Ketola,Grass,1,5,6,75,16.67
7322,Tuomas Ketola,Hard,13,23,36,75,36.11
7323,U Hoigshoidt,Carpet,1,1,2,2,50.0
7324,U Lockington,Clay,1,1,2,2,50.0
7325,U Montona,Carpet,1,1,2,2,50.0
7326,U Unknown,Carpet,2,15,17,165,11.76
7327,U Unknown,Clay,11,85,96,165,11.46
7328,U Unknown,Grass,1,28,29,165,3.45
7329,U Unknown,Hard,2,21,23,165,8.7
7330,U Zerngibl,Clay,1,1,2,2,50.0
7331,Udo Riglewski,Carpet,13,12,25,122,52.0
7332,Udo Riglewski,Clay,18,39,57,122,31.58
7333,Udo Riglewski,Grass,2,3,5,122,40.0
7334,Udo Riglewski,Hard,10,25,35,122,28.57
7335,Ugo Humbert,Clay,5,7,12,83,41.67
7336,Ugo Humbert,Grass,6,4,10,83,60.0
7337,Ugo Humbert,Hard,33,28,61,83,54.1
7338,Ugo Nastasi,Hard,2,7,9,9,22.22
7339,Uladzimir Ignatik,Clay,3,8,11,28,27.27
7340,Uladzimir Ignatik,Hard,11,6,17,28,64.71
7341,Ulf Eriksson,Carpet,1,2,3,25,33.33
7342,Ulf Eriksson,Clay,4,8,12,25,33.33
7343,Ulf Eriksson,Hard,4,6,10,25,40.0
7344,Ulf Stenlund,Carpet,2,4,6,96,33.33
7345,Ulf Stenlund,Clay,41,29,70,96,58.57
7346,Ulf Stenlund,Grass,2,3,5,96,40.0
7347,Ulf Stenlund,Hard,7,8,15,96,46.67
7348,Ulrich Marten,Carpet,2,3,5,63,40.0
7349,Ulrich Marten,Clay,7,25,32,63,21.88
7350,Ulrich Marten,Grass,11,15,26,63,42.31
7351,Ulrich Pinner,Carpet,6,14,20,271,30.0
7352,Ulrich Pinner,Clay,116,90,206,271,56.31
7353,Ulrich Pinner,Grass,9,9,18,271,50.0
7354,Ulrich Pinner,Hard,13,14,27,271,48.15
7355,Umesha Wallooppillai,Clay,7,4,11,11,63.64
7356,Uros Vico,Carpet,1,2,3,5,33.33
7357,Uros Vico,Hard,1,1,2,5,50.0
7358,Uwe Gottschalk,Clay,2,4,6,6,33.33
7359,Vaclav Roubicek,Clay,4,9,13,13,30.77
7360,Vadim Borisov,Carpet,6,5,11,17,54.55
7361,Vadim Borisov,Clay,4,2,6,17,66.67
7362,Vadim Kutsenko,Carpet,3,1,4,43,75.0
7363,Vadim Kutsenko,Clay,2,6,8,43,25.0
7364,Vadim Kutsenko,Hard,12,19,31,43,38.71
7365,Valentin Sanon,Carpet,1,6,7,30,14.29
7366,Valentin Sanon,Clay,3,6,9,30,33.33
7367,Valentin Sanon,Hard,5,9,14,30,35.71
7368,Vallis Wilder,Grass,4,4,8,8,50.0
7369,Van Bay Vo,Grass,2,1,3,3,66.67
7370,Van Thanh Vo,Grass,1,4,5,5,20.0
7371,Van Winitsky,Carpet,21,28,49,240,42.86
7372,Van Winitsky,Clay,48,57,105,240,45.71
7373,Van Winitsky,Grass,2,10,12,240,16.67
7374,Van Winitsky,Hard,35,39,74,240,47.3
7375,Vasek Pospisil,Clay,1,19,20,275,5.0
7376,Vasek Pospisil,Grass,16,25,41,275,39.02
7377,Vasek Pospisil,Hard,105,109,214,275,49.07
7378,Vasilis Mazarakis,Carpet,2,1,3,19,66.67
7379,Vasilis Mazarakis,Clay,4,6,10,19,40.0
7380,Vasilis Mazarakis,Hard,2,4,6,19,33.33
7381,Veli Paloheimo,Carpet,8,14,22,110,36.36
7382,Veli Paloheimo,Clay,16,18,34,110,47.06
7383,Veli Paloheimo,Grass,5,7,12,110,41.67
7384,Veli Paloheimo,Hard,20,22,42,110,47.62
7385,Vernon Lewis,Hard,4,4,8,8,50.0
7386,Vicente Zarazua,Clay,2,6,8,8,25.0
7387,Victor Amaya,Carpet,52,41,93,358,55.91
7388,Victor Amaya,Clay,36,51,87,358,41.38
7389,Victor Amaya,Grass,42,32,74,358,56.76
7390,Victor Amaya,Hard,57,47,104,358,54.81
7391,Victor Caldarelli,Clay,1,6,7,13,14.29
7392,Victor Caldarelli,Hard,4,2,6,13,66.67
7393,Victor Crivoi,Clay,12,24,36,51,33.33
7394,Victor Crivoi,Grass,1,2,3,51,33.33
7395,Victor Crivoi,Hard,3,9,12,51,25.0
7396,Victor Egorov,Clay,3,3,6,6,50.0
7397,Victor Eke,Grass,1,7,8,8,12.5
7398,Victor Estrella,Clay,44,26,70,158,62.86
7399,Victor Estrella,Grass,4,13,17,158,23.53
7400,Victor Estrella,Hard,31,40,71,158,43.66
7401,Victor Hanescu,Carpet,5,11,16,443,31.25
7402,Victor Hanescu,Clay,130,110,240,443,54.17
7403,Victor Hanescu,Grass,13,19,32,443,40.62
7404,Victor Hanescu,Hard,53,102,155,443,34.19
7405,Victor Ionita,Clay,1,3,4,4,25.0
7406,Victor Pecci,Carpet,23,24,47,623,48.94
7407,Victor Pecci,Clay,283,178,461,623,61.39
7408,Victor Pecci,Grass,22,17,39,623,56.41
7409,Victor Pecci,Hard,42,34,76,623,55.26
7410,Victor Sendin,Clay,1,2,3,3,33.33
7411,Vijay Amritraj,Carpet,102,90,192,676,53.12
7412,Vijay Amritraj,Clay,74,64,138,676,53.62
7413,Vijay Amritraj,Grass,94,51,145,676,64.83
7414,Vijay Amritraj,Hard,107,94,201,676,53.23
7415,Viktor Durasovic,Hard,2,8,10,10,20.0
7416,Viktor Galovic,Clay,3,4,7,7,42.86
7417,Viktor Nagy,Clay,1,1,2,2,50.0
7418,Viktor Troicki,Clay,71,68,139,569,51.08
7419,Viktor Troicki,Grass,32,30,62,569,51.61
7420,Viktor Troicki,Hard,194,174,368,569,52.72
7421,Ville Liukko,Carpet,7,2,9,31,77.78
7422,Ville Liukko,Clay,2,4,6,31,33.33
7423,Ville Liukko,Hard,7,9,16,31,43.75
7424,Vimuktha De Alwis,Clay,1,1,2,2,50.0
7425,Vincent Millot,Hard,8,18,26,26,30.77
7426,Vincent Spadea,Carpet,18,23,41,671,43.9
7427,Vincent Spadea,Clay,69,93,162,671,42.59
7428,Vincent Spadea,Grass,27,39,66,671,40.91
7429,Vincent Spadea,Hard,198,204,402,671,49.25
7430,Vincent Van Patten,Carpet,50,39,89,226,56.18
7431,Vincent Van Patten,Clay,4,10,14,226,28.57
7432,Vincent Van Patten,Grass,2,8,10,226,20.0
7433,Vincent Van Patten,Hard,53,60,113,226,46.9
7434,Vincenzo Franchitti,Carpet,2,2,4,43,50.0
7435,Vincenzo Franchitti,Clay,11,28,39,43,28.21
7436,Vincenzo Santopadre,Clay,11,17,28,44,39.29
7437,Vincenzo Santopadre,Grass,1,2,3,44,33.33
7438,Vincenzo Santopadre,Hard,5,8,13,44,38.46
7439,Viorel Marcu,Clay,1,3,4,4,25.0
7440,Vishnu Vardhan,Hard,1,3,4,4,25.0
7441,Vitas Gerulaitis,Carpet,175,87,262,737,66.79
7442,Vitas Gerulaitis,Clay,135,55,190,737,71.05
7443,Vitas Gerulaitis,Grass,59,28,87,737,67.82
7444,Vitas Gerulaitis,Hard,145,53,198,737,73.23
7445,Vittaya Samrej,Hard,2,2,4,4,50.0
7446,Vittorio Crotta,Clay,6,13,19,22,31.58
7447,Vittorio Crotta,Grass,1,2,3,22,33.33
7448,Vladimir Gabrichidze,Clay,6,4,10,10,60.0
