,name,surface,winner_id,won,loser_id,lost,surface_total,total_matches,win_rate
6855,Stepan Koudelka,Hard,117315,1,117315,3,4,6,25.0
6856,Stephan Rhode,Clay,101524,1,101524,1,2,2,50.0
6857,Stephane Bohli,Carpet,104219,1,104219,4,5,26,20.0
6858,Stephane Bohli,Clay,104219,1,104219,5,6,26,16.67
6859,Stephane Bohli,Hard,104219,4,104219,11,15,26,26.67
6860,Stephane Bonneau,Carpet,100793,2,100793,2,4,24,50.0
6861,Stephane Bonneau,Hard,100793,6,100793,14,20,24,30.0
6862,Stephane Grenier,Clay,101429,1,101429,3,4,4,25.0
6863,Stephane Huet,Clay,101902,7,101902,12,19,48,36.84
6864,Stephane Huet,Grass,101902,2,101902,5,7,48,28.57
6865,Stephane Huet,Hard,101902,5,101902,17,22,48,22.73
6866,Stephane Robert,Clay,103565,13,103565,29,42,113,30.95
6867,Stephane Robert,Grass,103565,4,103565,8,12,113,33.33
6868,Stephane Robert,Hard,103565,21,103565,38,59,113,35.59
6869,Stephane Sansoni,Hard,101383,1,101383,1,2,2,50.0
6870,Stephane Simian,Carpet,101362,6,101362,15,21,125,28.57
6871,Stephane Simian,Clay,101362,4,101362,11,15,125,26.67
6872,Stephane Simian,Grass,101362,12,101362,13,25,125,48.0
6873,Stephane Simian,Hard,101362,23,101362,41,64,125,35.94
6874,Stephen Botfield,Grass,101247,2,101247,6,8,8,25.0
6875,Stephen Furlong,Hard,101402,1,101402,1,2,2,50.0
6876,Stephen Myers,Clay,108304,1,108304,3,4,15,25.0
6877,Stephen Myers,Grass,108304,3,108304,8,11,15,27.27
6878,Stephen Noteboom,Hard,101626,1,101626,1,2,2,50.0
6879,Stephen Warboys,Carpet,100317,1,100317,6,7,44,14.29
6880,Stephen Warboys,Grass,100317,11,100317,18,29,44,37.93
6881,Stephen Warboys,Hard,100317,5,100317,3,8,44,62.5
6882,Steve Bryan,Carpet,101789,2,101789,6,8,106,25.0
6883,Steve Bryan,Clay,101789,3,101789,6,9,106,33.33
6884,Steve Bryan,Grass,101789,2,101789,8,10,106,20.0
6885,Steve Bryan,Hard,101789,29,101789,50,79,106,36.71
6886,Steve Campbell,Carpet,101816,1,101816,4,5,86,20.0
6887,Steve Campbell,Clay,101816,9,101816,12,21,86,42.86
6888,Steve Campbell,Grass,101816,3,101816,5,8,86,37.5
6889,Steve Campbell,Hard,101816,19,101816,33,52,86,36.54
6890,Steve Darcis,Carpet,104327,3,104327,2,5,256,60.0
6891,Steve Darcis,Clay,104327,35,104327,40,75,256,46.67
6892,Steve Darcis,Grass,104327,16,104327,19,35,256,45.71
6893,Steve Darcis,Hard,104327,65,104327,76,141,256,46.1
6894,Steve Denton,Carpet,100445,33,100445,40,73,225,45.21
6895,Steve Denton,Clay,100445,8,100445,14,22,225,36.36
6896,Steve Denton,Grass,100445,26,100445,22,48,225,54.17
6897,Steve Denton,Hard,100445,42,100445,40,82,225,51.22
6898,Steve Devries,Carpet,101093,1,101093,5,6,17,16.67
6899,Steve Devries,Grass,101093,1,101093,2,3,17,33.33
6900,Steve Devries,Hard,101093,2,101093,6,8,17,25.0
6901,Steve Docherty,Carpet,100210,5,100210,13,18,121,27.78
6902,Steve Docherty,Clay,100210,4,100210,10,14,121,28.57
6903,Steve Docherty,Grass,100210,14,100210,19,33,121,42.42
6904,Steve Docherty,Hard,100210,23,100210,33,56,121,41.07
6905,Steve Faulk,Clay,100140,9,100140,27,36,62,25.0
6906,Steve Faulk,Grass,100140,2,100140,7,9,62,22.22
6907,Steve Faulk,Hard,100140,7,100140,10,17,62,41.18
6908,Steve Guy,Carpet,100587,2,100587,5,7,52,28.57
6909,Steve Guy,Clay,100587,3,100587,7,10,52,30.0
6910,Steve Guy,Hard,100587,13,100587,22,35,52,37.14
6911,Steve Johnson,Clay,105449,29,105449,30,59,341,49.15
6912,Steve Johnson,Grass,105449,32,105449,25,57,341,56.14
6913,Steve Johnson,Hard,105449,110,105449,115,225,341,48.89
6914,Steve Krulevitz,Carpet,100243,18,100243,38,56,320,32.14
6915,Steve Krulevitz,Clay,100243,57,100243,89,146,320,39.04
6916,Steve Krulevitz,Grass,100243,12,100243,20,32,320,37.5
6917,Steve Krulevitz,Hard,100243,35,100243,51,86,320,40.7
6918,Steve Meister,Carpet,100534,1,100534,10,11,93,9.09
6919,Steve Meister,Clay,100534,7,100534,12,19,93,36.84
6920,Steve Meister,Grass,100534,6,100534,10,16,93,37.5
6921,Steve Meister,Hard,100534,16,100534,31,47,93,34.04
6922,Steve Shaw,Clay,100884,7,100884,15,22,70,31.82
6923,Steve Shaw,Grass,100884,10,100884,21,31,70,32.26
6924,Steve Shaw,Hard,100884,8,100884,9,17,70,47.06
6925,Steve Tidball,Hard,108310,1,108310,3,4,4,25.0
6926,Steve Turner,Clay,100124,9,100124,28,37,56,24.32
6927,Steve Turner,Grass,100124,2,100124,4,6,56,33.33
6928,Steve Turner,Hard,100124,2,100124,11,13,56,15.38
6929,Steven Diez,Clay,105731,1,105731,6,7,10,14.29
6930,Steven Diez,Hard,105731,1,105731,2,3,10,33.33
6931,Steven Downs,Hard,102654,4,102654,6,10,10,40.0
6932,Steven Kangwa,Clay,108323,1,108323,2,3,3,33.33
6933,Stevenson Clarke,Grass,100735,2,100735,1,3,3,66.67
6934,Stian Boretti,Clay,103899,4,103899,8,12,24,33.33
6935,Stian Boretti,Hard,103899,5,103899,7,12,24,41.67
6936,Stuart Bale,Carpet,100998,2,100998,5,7,23,28.57
6937,Stuart Bale,Grass,100998,2,100998,10,12,23,16.67
6938,Stuart Bale,Hard,100998,1,100998,3,4,23,25.0
6939,Suharyadi Suharyadi,Clay,108332,5,108332,4,9,15,55.56
6940,Suharyadi Suharyadi,Hard,108332,1,108332,5,6,15,16.67
6941,Suk Young Jeong,Hard,106158,4,106158,5,9,9,44.44
6942,Sule Ladipo,Carpet,102372,1,102372,1,2,22,50.0
6943,Sule Ladipo,Clay,102372,1,102372,4,5,22,20.0
6944,Sule Ladipo,Hard,102372,9,102372,6,15,22,60.0
6945,Sultan Aman Azman,Clay,111073,1,111073,1,2,2,50.0
6946,Sultan Khalfan,Hard,102956,2,102956,14,16,16,12.5
6947,Sumit Nagal,Hard,111576,1,111576,10,11,11,9.09
6948,Sun Yong Kim Jr,Hard,104928,2,104928,1,3,3,66.67
6949,Sunny Liu,Hard,110827,1,110827,1,2,2,50.0
6950,Sunu Wahyu Trijati,Hard,104909,3,104909,7,10,10,30.0
6951,Supoj Meesawad,Carpet,108335,1,108335,1,2,2,50.0
6952,Sutarjo Sugiarto,Grass,110039,2,110039,4,6,6,33.33
6953,Suwandi Suwandi,Clay,102843,6,102843,10,16,49,37.5
6954,Suwandi Suwandi,Hard,102843,17,102843,16,33,49,51.52
6955,Syd Ball,Carpet,100201,11,100201,28,39,250,28.21
6956,Syd Ball,Clay,100201,11,100201,33,44,250,25.0
6957,Syd Ball,Grass,100201,52,100201,62,114,250,45.61
6958,Syd Ball,Hard,100201,16,100201,37,53,250,30.19
6959,Syed Nasir Sherazi,Clay,108846,2,108846,1,3,3,66.67
6960,Syrym Abdukhalikov,Hard,104992,2,104992,1,3,3,66.67
6961,Szabolcz Baranyi,Carpet,100080,1,100080,3,4,114,25.0
6962,Szabolcz Baranyi,Clay,100080,28,100080,41,69,114,40.58
6963,Szabolcz Baranyi,Grass,100080,11,100080,8,19,114,57.89
6964,Szabolcz Baranyi,Hard,100080,8,100080,14,22,114,36.36
6965,Tadeusz Nowicki,Carpet,108342,1,108342,2,3,45,33.33
6966,Tadeusz Nowicki,Clay,108342,22,108342,20,42,45,52.38
6967,Taghi Akbari,Clay,108343,1,108343,6,7,12,14.29
6968,Taghi Akbari,Hard,108343,3,108343,2,5,12,60.0
6969,Tai Wei Liu,Hard,108344,1,108344,2,3,3,33.33
6970,Taisen Kanai,Clay,108345,1,108345,4,5,5,20.0
6971,Takahiro Terachi,Hard,103403,4,103403,8,12,12,33.33
6972,Takanyi Garanganga,Hard,105626,4,105626,7,11,11,36.36
6973,Takao Suzuki,Carpet,102863,14,102863,4,18,96,77.78
6974,Takao Suzuki,Clay,102863,3,102863,2,5,96,60.0
6975,Takao Suzuki,Grass,102863,1,102863,5,6,96,16.67
6976,Takao Suzuki,Hard,102863,32,102863,35,67,96,47.76
6977,Takehiko Nishiwaki,Clay,108349,2,108349,4,6,6,33.33
6978,Takeshi Koura,Grass,108350,1,108350,1,2,7,50.0
6979,Takeshi Koura,Hard,108350,1,108350,4,5,7,20.0
6980,Tallon Griekspoor,Hard,134868,3,134868,9,12,12,25.0
6981,Tamer El Sawy,Clay,102018,16,102018,9,25,39,64.0
6982,Tamer El Sawy,Hard,102018,3,102018,11,14,39,21.43
6983,Tanakorn Srichaphan,Clay,101485,1,101485,10,11,40,9.09
6984,Tanakorn Srichaphan,Hard,101485,21,101485,8,29,40,72.41
6985,Tapio Nurminen,Carpet,102668,1,102668,2,3,3,33.33
6986,Tarek El Sakka,Clay,108356,14,108356,7,21,21,66.67
6987,Tarik Benhabiles,Carpet,101109,2,101109,9,11,176,18.18
6988,Tarik Benhabiles,Clay,101109,45,101109,56,101,176,44.55
6989,Tarik Benhabiles,Grass,101109,3,101109,12,15,176,20.0
6990,Tarik Benhabiles,Hard,101109,19,101109,30,49,176,38.78
6991,Tarmo Jokinen,Clay,110953,1,110953,1,2,2,50.0
6992,Taro Daniel,Clay,106121,27,106121,35,62,128,43.55
6993,Taro Daniel,Hard,106121,23,106121,43,66,128,34.85
6994,Taso Vasiliadis,Hard,102335,2,102335,1,3,3,66.67
6995,Tasos Bavelas,Clay,101448,15,101448,15,30,33,50.0
6996,Tasos Bavelas,Hard,101448,1,101448,2,3,33,33.33
6997,Tasuku Iwami,Hard,103230,1,103230,3,4,4,25.0
6998,Tatsuma Ito,Clay,105147,4,105147,9,13,100,30.77
6999,Tatsuma Ito,Grass,105147,8,105147,12,20,100,40.0
7000,Tatsuma Ito,Hard,105147,22,105147,45,67,100,32.84
7001,Taylor Dent,Carpet,103758,6,103758,5,11,293,54.55
7002,Taylor Dent,Clay,103758,4,103758,12,16,293,25.0
7003,Taylor Dent,Grass,103758,29,103758,23,52,293,55.77
7004,Taylor Dent,Hard,103758,113,103758,101,214,293,52.8
7005,Taylor Fritz,Clay,126203,17,126203,16,33,202,51.52
7006,Taylor Fritz,Grass,126203,10,126203,13,23,202,43.48
7007,Taylor Fritz,Hard,126203,73,126203,73,146,202,50.0
7008,Ted Scherman,Hard,101293,1,101293,1,2,2,50.0
7009,Teimuraz Kakoulia,Carpet,108360,2,108360,5,7,56,28.57
7010,Teimuraz Kakoulia,Clay,108360,8,108360,10,18,56,44.44
7011,Teimuraz Kakoulia,Grass,108360,12,108360,11,23,56,52.17
7012,Teimuraz Kakoulia,Hard,108360,3,108360,5,8,56,37.5
7013,Teimuraz Kakulia,Carpet,111107,5,111107,3,8,18,62.5
7014,Teimuraz Kakulia,Clay,111107,4,111107,4,8,18,50.0
7015,Teimuraz Kakulia,Grass,111107,1,111107,1,2,18,50.0
7016,Temur Ismailov,Hard,106381,1,106381,1,2,2,50.0
7017,Tenny Svensson,Carpet,100288,8,100288,11,19,106,42.11
7018,Tenny Svensson,Clay,100288,10,100288,39,49,106,20.41
7019,Tenny Svensson,Grass,100288,2,100288,5,7,106,28.57
7020,Tenny Svensson,Hard,100288,9,100288,22,31,106,29.03
7021,Tennys Sandgren,Clay,105815,8,105815,17,25,98,32.0
7022,Tennys Sandgren,Grass,105815,5,105815,5,10,98,50.0
7023,Tennys Sandgren,Hard,105815,27,105815,36,63,98,42.86
7024,Terence Chia,Hard,109232,2,109232,2,4,4,50.0
7025,Terry Addison,Carpet,100110,8,100110,22,30,139,26.67
7026,Terry Addison,Clay,100110,12,100110,30,42,139,28.57
7027,Terry Addison,Grass,100110,15,100110,14,29,139,51.72
7028,Terry Addison,Hard,100110,10,100110,28,38,139,26.32
7029,Terry Hassall,Grass,202761,1,202761,3,4,4,25.0
7030,Terry Moor,Carpet,100276,58,100276,75,133,468,43.61
7031,Terry Moor,Clay,100276,98,100276,74,172,468,56.98
7032,Terry Moor,Grass,100276,13,100276,14,27,468,48.15
7033,Terry Moor,Hard,100276,71,100276,65,136,468,52.21
7034,Terry Rocavert,Carpet,100397,4,100397,6,10,98,40.0
7035,Terry Rocavert,Clay,100397,7,100397,17,24,98,29.17
7036,Terry Rocavert,Grass,100397,11,100397,23,34,98,32.35
7037,Terry Rocavert,Hard,100397,15,100397,15,30,98,50.0
7038,Terry Ryan,Carpet,100065,1,100065,3,4,213,25.0
7039,Terry Ryan,Carpet,100065,1,111136,2,3,213,33.33
7040,Terry Ryan,Clay,100065,10,100065,20,30,213,33.33
7041,Terry Ryan,Clay,100065,10,111136,7,17,213,58.82
7042,Terry Ryan,Clay,111136,3,100065,20,23,213,13.04
7043,Terry Ryan,Clay,111136,3,111136,7,10,213,30.0
7044,Terry Ryan,Grass,100065,8,100065,12,20,213,40.0
7045,Terry Ryan,Grass,100065,8,111136,7,15,213,53.33
7046,Terry Ryan,Grass,111136,10,100065,12,22,213,45.45
7047,Terry Ryan,Grass,111136,10,111136,7,17,213,58.82
7048,Terry Ryan,Hard,100065,2,100065,9,11,213,18.18
7049,Terry Ryan,Hard,100065,2,111136,8,10,213,20.0
7050,Terry Ryan,Hard,111136,7,100065,9,16,213,43.75
7051,Terry Ryan,Hard,111136,7,111136,8,15,213,46.67
7052,Tetsu Kuramitsu,Clay,108368,1,108368,7,8,8,12.5
7053,Teymuraz Gabashvili,Carpet,104559,4,104559,7,11,315,36.36
7054,Teymuraz Gabashvili,Clay,104559,41,104559,64,105,315,39.05
7055,Teymuraz Gabashvili,Grass,104559,6,104559,17,23,315,26.09
7056,Teymuraz Gabashvili,Hard,104559,64,104559,112,176,315,36.36
7057,Thanasi Kokkinakis,Clay,106423,2,106423,6,8,73,25.0
7058,Thanasi Kokkinakis,Grass,106423,3,106423,6,9,73,33.33
7059,Thanasi Kokkinakis,Hard,106423,23,106423,33,56,73,41.07
7060,Thedy Stalder,Clay,110175,1,110175,9,10,10,10.0
7061,Theodoros Angelinos,Clay,104377,1,104377,3,4,4,25.0
7062,Thiago Alves,Clay,103999,1,103999,9,10,34,10.0
7063,Thiago Alves,Grass,103999,2,103999,3,5,34,40.0
7064,Thiago Alves,Hard,103999,4,103999,15,19,34,21.05
7065,Thiago Monteiro,Clay,106329,37,106329,37,74,117,50.0
7066,Thiago Monteiro,Grass,106329,1,106329,2,3,117,33.33
7067,Thiago Monteiro,Hard,106329,12,106329,28,40,117,30.0
7068,Thiago Seyboth Wild,Clay,205734,7,205734,6,13,13,53.85
7069,Thiemo De Bakker,Clay,105217,29,105217,31,60,163,48.33
7070,Thiemo De Bakker,Grass,105217,7,105217,11,18,163,38.89
7071,Thiemo De Bakker,Hard,105217,34,105217,51,85,163,40.0
7072,Thien Nguyen Hoang,Hard,106392,3,106392,3,6,6,50.0
7073,Thierno Ly,Hard,108373,3,108373,7,10,10,30.0
7074,Thierry Ascione,Carpet,103693,2,103693,6,8,72,25.0
7075,Thierry Ascione,Clay,103693,9,103693,21,30,72,30.0
7076,Thierry Ascione,Hard,103693,11,103693,23,34,72,32.35
7077,Thierry Bernasconi,Clay,108374,1,108374,8,9,20,11.11
7078,Thierry Bernasconi,Grass,108374,2,108374,5,7,20,28.57
7079,Thierry Bernasconi,Hard,108374,3,108374,1,4,20,75.0
7080,Thierry Champion,Carpet,101285,10,101285,25,35,266,28.57
7081,Thierry Champion,Clay,101285,58,101285,86,144,266,40.28
7082,Thierry Champion,Grass,101285,11,101285,12,23,266,47.83
7083,Thierry Champion,Hard,101285,23,101285,41,64,266,35.94
7084,Thierry Guardiola,Carpet,101945,1,101945,5,6,59,16.67
7085,Thierry Guardiola,Clay,101945,7,101945,27,34,59,20.59
7086,Thierry Guardiola,Hard,101945,5,101945,14,19,59,26.32
7087,Thierry Pham,Carpet,100820,1,100820,2,3,14,33.33
7088,Thierry Pham,Clay,100820,6,100820,5,11,14,54.55
7089,Thierry Stevaux,Carpet,108377,2,108377,2,4,15,50.0
7090,Thierry Stevaux,Clay,108377,1,108377,10,11,15,9.09
7091,Thierry Tulasne,Carpet,100942,16,100942,26,42,451,38.1
7092,Thierry Tulasne,Clay,100942,175,100942,136,311,451,56.27
7093,Thierry Tulasne,Grass,100942,2,100942,8,10,451,20.0
7094,Thierry Tulasne,Hard,100942,37,100942,51,88,451,42.05
7095,Thierry Van Den Daele,Clay,108378,1,108378,4,5,5,20.0
7096,Thomas Blake,Grass,102902,1,102902,2,3,6,33.33
7097,Thomas Blake,Hard,102902,1,102902,2,3,6,33.33
7098,Thomas Buchmayer,Carpet,101861,4,101861,4,8,25,50.0
7099,Thomas Buchmayer,Clay,101861,6,101861,9,15,25,40.0
7100,Thomas Buchmayer,Grass,101861,1,101861,1,2,25,50.0
7101,Thomas Emmrich,Carpet,108385,2,108385,2,4,4,50.0
7102,Thomas Enqvist,Carpet,102358,77,102358,53,130,750,59.23
7103,Thomas Enqvist,Clay,102358,58,102358,63,121,750,47.93
7104,Thomas Enqvist,Grass,102358,20,102358,21,41,750,48.78
7105,Thomas Enqvist,Hard,102358,293,102358,165,458,750,63.97
7106,Thomas Fabbiano,Clay,105341,6,105341,18,24,86,25.0
7107,Thomas Fabbiano,Grass,105341,8,105341,6,14,86,57.14
7108,Thomas Fabbiano,Hard,105341,13,105341,35,48,86,27.08
7109,Thomas Furst,Clay,108387,1,108387,1,2,2,50.0
7110,Thomas Gollwitzer,Carpet,101270,4,101270,2,6,11,66.67
7111,Thomas Gollwitzer,Clay,101270,1,101270,4,5,11,20.0
7112,Thomas Haldin,Clay,101161,2,101161,10,12,12,16.67
7113,Thomas Hogstedt,Carpet,100962,32,100962,37,69,243,46.38
7114,Thomas Hogstedt,Clay,100962,9,100962,24,33,243,27.27
7115,Thomas Hogstedt,Grass,100962,2,100962,9,11,243,18.18
7116,Thomas Hogstedt,Hard,100962,47,100962,83,130,243,36.15
7117,Thomas Johansson,Carpet,102563,72,102563,40,112,658,64.29
7118,Thomas Johansson,Clay,102563,38,102563,69,107,658,35.51
7119,Thomas Johansson,Grass,102563,48,102563,30,78,658,61.54
7120,Thomas Johansson,Hard,102563,203,102563,158,361,658,56.23
7121,Thomas Larsen,Clay,102623,2,102623,6,8,8,25.0
7122,Thomas Lejus,Clay,109822,8,109822,12,20,33,40.0
7123,Thomas Lejus,Grass,109822,5,109822,8,13,33,38.46
7124,Thomas Muster,Carpet,101404,42,101404,52,94,905,44.68
7125,Thomas Muster,Clay,101404,426,101404,130,556,905,76.62
7126,Thomas Muster,Grass,101404,8,101404,10,18,905,44.44
7127,Thomas Muster,Hard,101404,151,101404,86,237,905,63.71
7128,Thomas Oger,Hard,103531,1,103531,2,3,3,33.33
7129,Thomas Prerovsky,Carpet,108390,1,108390,2,3,5,33.33
7130,Thomas Prerovsky,Grass,108390,1,108390,1,2,5,50.0
7131,Thomas Randby,Clay,111007,2,111007,2,4,4,50.0
7132,Thomas Schiessling,Clay,102473,4,102473,9,13,13,30.77
7133,Thomas Schoorel,Clay,105318,1,105318,1,2,9,50.0
7134,Thomas Schoorel,Hard,105318,2,105318,5,7,9,28.57
7135,Thomas Stalhandske,Clay,100774,1,100774,1,2,4,50.0
7136,Thomas Stalhandske,Hard,100774,1,100774,1,2,4,50.0
7137,Thomaz Bellucci,Clay,105064,128,105064,102,230,420,55.65
7138,Thomaz Bellucci,Grass,105064,6,105064,12,18,420,33.33
7139,Thomaz Bellucci,Hard,105064,69,105064,103,172,420,40.12
7140,Thomaz Koch,Carpet,100099,30,100099,23,53,281,56.6
7141,Thomaz Koch,Clay,100099,76,100099,56,132,281,57.58
7142,Thomaz Koch,Grass,100099,11,100099,23,34,281,32.35
7143,Thomaz Koch,Hard,100099,31,100099,31,62,281,50.0
7144,Thorsten Poelzl,Grass,108832,1,108832,1,2,6,50.0
7145,Thorsten Poelzl,Hard,108832,1,108832,3,4,6,25.0
7146,Thorvald Moe,Hard,110946,1,110946,1,2,2,50.0
7147,Ti Chen,Carpet,104251,2,104251,1,3,28,66.67
7148,Ti Chen,Hard,104251,9,104251,16,25,28,36.0
7149,Tian C Viljoen,Grass,201470,1,201470,2,3,9,33.33
7150,Tian C Viljoen,Hard,100775,3,100775,3,6,9,50.0
7151,Tico Carrero,Grass,109985,2,109985,3,5,8,40.0
7152,Tico Carrero,Hard,109985,1,109985,2,3,8,33.33
7153,Tigre Hank,Hard,105853,1,105853,5,6,6,16.67
7154,Tihomir Grozdanov,Clay,104910,3,104910,1,4,4,75.0
7155,Tim Clayton,Grass,209543,1,209543,1,2,2,50.0
7156,Tim Clements,Grass,108398,2,108398,3,5,5,40.0
7157,Tim Donovan,Hard,101330,3,101330,2,5,5,60.0
7158,Tim Garcia,Clay,100410,3,100410,12,15,15,20.0
7159,Tim Gullikson,Carpet,100252,74,100252,73,147,497,50.34
7160,Tim Gullikson,Clay,100252,30,100252,35,65,497,46.15
7161,Tim Gullikson,Grass,100252,70,100252,39,109,497,64.22
7162,Tim Gullikson,Hard,100252,100,100252,76,176,497,56.82
7163,Tim Henman,Carpet,102450,75,102450,37,112,775,66.96
7164,Tim Henman,Clay,102450,63,102450,56,119,775,52.94
7165,Tim Henman,Grass,102450,85,102450,34,119,775,71.43
7166,Tim Henman,Hard,102450,277,102450,148,425,775,65.18
7167,Tim Mayotte,Carpet,100689,112,100689,63,175,545,64.0
7168,Tim Mayotte,Clay,100689,8,100689,19,27,545,29.63
7169,Tim Mayotte,Grass,100689,90,100689,37,127,545,70.87
7170,Tim Mayotte,Hard,100689,131,100689,85,216,545,60.65
7171,Tim Pawsat,Grass,100985,1,100985,1,2,9,50.0
7172,Tim Pawsat,Hard,100985,2,100985,5,7,9,28.57
7173,Tim Puetz,Grass,105047,1,105047,1,2,2,50.0
7174,Tim Smyczek,Clay,105065,3,105065,9,12,128,25.0
7175,Tim Smyczek,Grass,105065,6,105065,12,18,128,33.33
7176,Tim Smyczek,Hard,105065,34,105065,64,98,128,34.69
7177,Tim Sturdza,Carpet,109889,1,109889,1,2,2,50.0
7178,Tim Wilkison,Carpet,100631,44,100631,72,116,592,37.93
7179,Tim Wilkison,Clay,100631,34,100631,39,73,592,46.58
7180,Tim Wilkison,Grass,100631,73,100631,61,134,592,54.48
7181,Tim Wilkison,Hard,100631,143,100631,126,269,592,53.16
7182,Timo Nieminen,Clay,103860,2,103860,6,8,8,25.0
7183,Timothy Neilly,Hard,105002,1,105002,3,4,4,25.0
7184,Timothy Noonan,Clay,100290,1,100290,3,4,12,25.0
7185,Timothy Noonan,Hard,100290,3,100290,5,8,12,37.5
7186,Tintus Arianto Wibowo,Carpet,108823,3,108823,9,12,30,25.0
7187,Tintus Arianto Wibowo,Clay,108823,9,108823,6,15,30,60.0
7188,Tintus Arianto Wibowo,Hard,108823,2,108823,1,3,30,66.67
7189,Tito Vasquez,Clay,109796,2,109796,12,14,27,14.29
7190,Tito Vasquez,Hard,109796,4,109796,9,13,27,30.77
7191,Tito Vazquez,Clay,125583,2,125583,3,5,9,40.0
7192,Tito Vazquez,Grass,125583,1,125583,1,2,9,50.0
7193,Tito Vazquez,Hard,125583,1,125583,1,2,9,50.0
7194,Tj Middleton,Carpet,101479,2,101479,2,4,4,50.0
7195,Tobias Clemens,Hard,103424,2,103424,1,3,3,66.67
7196,Tobias Kamke,Clay,104735,16,104735,28,44,166,36.36
7197,Tobias Kamke,Grass,104735,11,104735,13,24,166,45.83
7198,Tobias Kamke,Hard,104735,36,104735,62,98,166,36.73
7199,Tobias Summerer,Clay,104121,1,104121,5,6,6,16.67
7200,Tobias Svantesson,Carpet,100908,1,100908,3,4,32,25.0
7201,Tobias Svantesson,Clay,100908,2,100908,6,8,32,25.0
7202,Tobias Svantesson,Hard,100908,8,100908,12,20,32,40.0
7203,Todd Larkham,Clay,102464,1,102464,3,4,17,25.0
7204,Todd Larkham,Grass,102464,1,102464,2,3,17,33.33
7205,Todd Larkham,Hard,102464,1,102464,9,10,17,10.0
7206,Todd Martin,Carpet,101774,52,101774,36,88,649,59.09
7207,Todd Martin,Clay,101774,67,101774,49,116,649,57.76
7208,Todd Martin,Grass,101774,61,101774,25,86,649,70.93
7209,Todd Martin,Hard,101774,232,101774,127,359,649,64.62
7210,Todd Nelson,Carpet,100728,19,100728,20,39,143,48.72
7211,Todd Nelson,Clay,100728,3,100728,7,10,143,30.0
7212,Todd Nelson,Grass,100728,9,100728,17,26,143,34.62
7213,Todd Nelson,Hard,100728,22,100728,46,68,143,32.35
7214,Todd Reid,Grass,104379,3,104379,6,9,35,33.33
7215,Todd Reid,Hard,104379,11,104379,15,26,35,42.31
7216,Todd Widom,Hard,104167,5,104167,5,10,10,50.0
7217,Todd Witsken,Carpet,100972,11,100972,13,24,250,45.83
7218,Todd Witsken,Clay,100972,17,100972,31,48,250,35.42
7219,Todd Witsken,Grass,100972,6,100972,14,20,250,30.0
7220,Todd Witsken,Hard,100972,81,100972,77,158,250,51.27
7221,Todd Woodbridge,Carpet,101889,29,101889,37,66,482,43.94
7222,Todd Woodbridge,Clay,101889,22,101889,37,59,482,37.29
7223,Todd Woodbridge,Grass,101889,45,101889,31,76,482,59.21
7224,Todd Woodbridge,Hard,101889,149,101889,132,281,482,53.02
7225,Todor Enev,Carpet,103936,4,103936,1,5,24,80.0
7226,Todor Enev,Clay,103936,5,103936,8,13,24,38.46
7227,Todor Enev,Hard,103936,2,103936,4,6,24,33.33
7228,Tom Brown,Hard,109908,1,109908,3,4,4,25.0
7229,Tom Cain,Carpet,100562,8,100562,17,25,110,32.0
7230,Tom Cain,Clay,100562,12,100562,17,29,110,41.38
7231,Tom Cain,Grass,100562,5,100562,9,14,110,35.71
7232,Tom Cain,Hard,100562,18,100562,24,42,110,42.86
7233,Tom Christensen,Carpet,108407,4,108407,1,5,19,80.0
7234,Tom Christensen,Clay,108407,3,108407,11,14,19,21.43
7235,Tom Edlefsen,Carpet,100061,8,100061,27,35,177,22.86
7236,Tom Edlefsen,Clay,100061,18,100061,26,44,177,40.91
7237,Tom Edlefsen,Grass,100061,10,100061,14,24,177,41.67
7238,Tom Edlefsen,Hard,100061,30,100061,44,74,177,40.54
7239,Tom Gorman,Carpet,100127,88,100127,68,156,610,56.41
7240,Tom Gorman,Clay,100127,68,100127,56,124,610,54.84
7241,Tom Gorman,Grass,100127,67,100127,50,117,610,57.26
7242,Tom Gorman,Hard,100127,127,100127,86,213,610,59.62
7243,Tom Gullikson,Carpet,100253,53,100253,65,118,443,44.92
7244,Tom Gullikson,Clay,100253,25,100253,30,55,443,45.45
7245,Tom Gullikson,Grass,100253,53,100253,43,96,443,55.21
7246,Tom Gullikson,Hard,100253,87,100253,87,174,443,50.0
7247,Tom Kempers,Carpet,101608,1,101608,1,2,6,50.0
7248,Tom Kempers,Clay,101608,1,101608,3,4,6,25.0
7249,Tom Kreiss,Clay,108415,1,108415,3,4,8,25.0
7250,Tom Kreiss,Grass,108415,2,108415,2,4,8,50.0
7251,Tom Leonard,Carpet,100163,14,100163,37,51,161,27.45
7252,Tom Leonard,Clay,100163,1,100163,20,21,161,4.76
7253,Tom Leonard,Grass,100163,8,100163,12,20,161,40.0
7254,Tom Leonard,Hard,100163,27,100163,42,69,161,39.13
7255,Tom Mott,Carpet,108418,1,108418,1,2,2,50.0
7256,Tom Mozur,Clay,109938,3,109938,5,8,15,37.5
7257,Tom Mozur,Grass,109938,3,109938,4,7,15,42.86
7258,Tom Nijssen,Carpet,101071,18,101071,26,44,129,40.91
7259,Tom Nijssen,Clay,101071,13,101071,28,41,129,31.71
7260,Tom Nijssen,Grass,101071,1,101071,7,8,129,12.5
7261,Tom Nijssen,Hard,101071,13,101071,23,36,129,36.11
